id_receita,id_empresa,id_cliente,categoria,valor,data,descricao
318,5,112,Consultoria,57337.43,2024-06-13,Expedita nam dolorem occaecati.
319,4,194,Venda Produto,72634.47,2025-04-09,Earum reprehenderit sint nesciunt esse.
320,8,123,Consultoria,82744.82,2024-12-12,Vel natus odit dicta nihil aut.
321,10,113,Licenciamento,4699.79,2024-07-07,Debitis natus consectetur minima officia.
322,10,149,Venda Produto,78232.07,2024-09-09,Nemo sequi non vitae qui nulla.
323,6,145,Consultoria,42235.65,2025-04-02,Distinctio a doloremque dolor ut nostrum corporis.
324,2,199,Serviço,75020.19,2024-10-15,Eum tempore amet.
325,10,102,Consultoria,6358.67,2024-10-29,Incidunt iusto esse quis dolores hic.
326,9,106,Licenciamento,54453.04,2025-02-08,Provident explicabo saepe et aspernatur non.
327,3,142,Serviço,16166.55,2024-07-06,Veniam rerum quae saepe.
328,7,158,Venda Produto,22986.48,2024-11-17,Laudantium ratione placeat nam ipsa expedita.
329,5,151,Serviço,14086.72,2024-04-23,Sequi quo exercitationem incidunt nulla soluta.
330,2,161,Venda Produto,55267.09,2025-04-06,Fugit debitis quibusdam ab ipsam.
331,5,111,Consultoria,50680.49,2024-11-04,Ab est atque fuga ducimus.
332,3,198,Serviço,48611.33,2025-04-06,Non alias eius.
333,4,163,Consultoria,65572.6,2024-10-16,Aliquam possimus ducimus numquam voluptas reprehenderit.
334,4,172,Serviço,24989.19,2025-03-15,Voluptatum odio laudantium labore soluta quibusdam rem.
335,5,200,Consultoria,33017.75,2024-04-28,Adipisci tempora corrupti quasi sit consectetur.
336,10,112,Venda Produto,67503.01,2024-09-23,Animi odit aperiam atque.
337,7,147,Licenciamento,19858.48,2024-11-11,Voluptatem deserunt nostrum accusantium saepe.
338,6,177,Venda Produto,77198.45,2025-03-09,Tempore cumque voluptates quam facilis accusamus.
339,3,145,Consultoria,62695.03,2024-12-28,Impedit pariatur aperiam deserunt quis corporis.
340,8,106,Serviço,20768.84,2024-07-26,Cupiditate aliquid non porro.
341,6,120,Venda Produto,12124.8,2024-09-19,Odio sapiente velit est.
342,1,132,Serviço,87006.48,2024-11-17,Blanditiis iure saepe assumenda ut at.
343,5,102,Licenciamento,69685.73,2025-04-05,Delectus assumenda et occaecati.
344,2,140,Consultoria,47647.84,2024-04-21,Ratione dolor fugiat aspernatur.
345,6,127,Serviço,21176.33,2025-01-20,Est perspiciatis velit sint quibusdam.
346,9,197,Licenciamento,55331.21,2025-01-25,Est fugit enim eius.
347,10,194,Serviço,69812.04,2024-11-19,Impedit saepe earum dicta voluptatem ea.
348,1,149,Venda Produto,26290.18,2024-10-01,At explicabo facilis quo minima.
349,1,137,Serviço,79129.66,2025-03-02,Porro cupiditate veniam nesciunt culpa necessitatibus voluptatibus inventore.
350,10,135,Venda Produto,47031.12,2024-12-20,Dignissimos praesentium magnam rerum recusandae.
351,1,109,Consultoria,66376.91,2024-05-19,Quo ducimus iusto adipisci beatae omnis delectus.
352,6,114,Venda Produto,29957.06,2024-06-07,Nesciunt fuga fugiat nihil alias praesentium occaecati.
353,7,130,Consultoria,51345.49,2025-03-17,Culpa labore excepturi.
354,2,141,Consultoria,86810.5,2025-03-30,Deleniti facere cum molestias.
355,9,112,Serviço,20688.64,2025-01-31,Ipsa nulla nisi.
356,8,172,Venda Produto,4935.49,2025-01-08,Quasi labore doloribus quam nobis laboriosam.
357,9,140,Licenciamento,49503.35,2024-09-16,Aliquam ut doloremque vel unde.
358,3,103,Licenciamento,68746.82,2024-05-25,Incidunt earum neque nihil cum cumque.
359,6,181,Licenciamento,24384.27,2024-08-08,Vitae velit dicta voluptas quibusdam consectetur ex vero.
360,9,136,Venda Produto,62953.44,2024-05-19,Recusandae consequuntur exercitationem id itaque.
361,7,104,Licenciamento,23332.69,2024-12-25,Dicta cupiditate esse delectus.
362,6,151,Serviço,9691.71,2025-03-13,Ipsa quam culpa nam quod.
363,7,167,Serviço,42316.0,2024-04-15,Culpa aut mollitia hic distinctio iusto fugiat.
364,10,120,Consultoria,97083.18,2024-10-10,Quis atque consectetur quis consequatur.
365,10,143,Consultoria,54681.14,2025-02-08,Tempore reprehenderit quas incidunt hic asperiores.
366,4,184,Serviço,58522.04,2024-10-20,Ad suscipit debitis doloremque facere magnam a nobis.
367,4,118,Licenciamento,69164.68,2024-09-15,Officia consequuntur deleniti distinctio.
368,9,118,Consultoria,99572.89,2024-09-30,Excepturi omnis incidunt eligendi.
369,3,184,Serviço,32432.12,2024-09-11,Alias vero in cum placeat rerum iure.
370,9,169,Venda Produto,19229.39,2024-05-16,Placeat aut similique rem accusamus eum.
371,3,194,Venda Produto,76778.07,2024-11-23,Fugit iste laborum vero illo quo esse.
372,7,153,Licenciamento,44857.44,2024-07-23,Nobis rem ipsum fuga.
373,5,120,Serviço,11570.37,2024-10-14,Sapiente voluptas beatae debitis incidunt quis.
374,3,104,Licenciamento,60954.85,2025-03-17,Corrupti excepturi vel nihil.
375,10,130,Serviço,23860.33,2024-06-29,Repellat quas iste aliquid eligendi commodi laudantium.
376,1,146,Venda Produto,69125.99,2024-09-03,Suscipit placeat dolorum.
377,8,118,Consultoria,71489.89,2024-08-23,Quisquam ad eaque eos impedit.
378,6,124,Consultoria,49653.11,2024-10-04,Error alias beatae quasi minus id.
379,3,121,Serviço,23401.03,2024-06-21,Modi commodi corporis laudantium.
380,7,198,Venda Produto,92618.07,2025-03-26,Exercitationem itaque nulla ullam temporibus.
381,7,129,Serviço,76019.88,2025-04-11,Necessitatibus aliquam eveniet alias non quam repellat.
382,2,123,Consultoria,86845.77,2024-05-23,Maiores quas excepturi odio error id.
383,8,189,Licenciamento,86810.72,2024-06-24,Quam quia aspernatur totam vitae.
384,4,155,Consultoria,77845.26,2025-02-16,Necessitatibus voluptatum nulla molestiae recusandae.
385,10,195,Consultoria,72299.89,2025-01-08,Fugiat labore quis.
386,7,179,Venda Produto,52544.26,2024-09-30,Quia quod eius perferendis non.
387,8,159,Venda Produto,87900.21,2025-04-02,Perspiciatis earum illum accusantium.
388,4,167,Consultoria,98399.23,2024-09-21,Eius iure ratione odio.
389,1,172,Consultoria,52096.54,2024-05-21,Dolore quae dolore nostrum quas.
390,1,125,Licenciamento,44515.83,2024-12-06,Nihil odio eveniet harum ut accusamus excepturi.
391,5,200,Licenciamento,46673.37,2024-08-26,Corrupti sequi libero minus cumque harum.
392,7,138,Venda Produto,69305.34,2024-09-17,Optio necessitatibus aspernatur.
393,3,160,Consultoria,9953.64,2024-10-19,Voluptates assumenda quibusdam minus esse quibusdam iste.
394,9,115,Serviço,78094.38,2024-10-12,Culpa nesciunt numquam.
395,9,118,Consultoria,41942.37,2024-11-19,Impedit quisquam quibusdam eligendi quia voluptatibus.
396,8,104,Serviço,45914.39,2024-09-06,Consectetur non sed atque dolor voluptatibus necessitatibus.
397,4,159,Venda Produto,25758.15,2024-06-22,Quisquam voluptates voluptatem mollitia.
398,3,192,Venda Produto,10027.93,2024-08-28,In nobis eum facilis autem.
399,8,182,Licenciamento,9445.35,2025-03-23,Magnam minus dolore illo quidem enim.
400,7,194,Serviço,38489.18,2025-04-08,Culpa sit id a rerum quis omnis.
401,7,106,Serviço,91313.03,2025-01-04,Fugit officiis voluptate illum.
402,10,185,Serviço,17050.29,2024-12-17,Nulla consequuntur nulla.
403,3,123,Venda Produto,42538.59,2024-05-15,Necessitatibus illum ad non cumque numquam placeat veritatis.
404,5,194,Consultoria,29589.27,2024-04-22,Sunt omnis mollitia sint sed cum fuga soluta.
405,3,116,Serviço,96082.95,2024-06-21,Vel ullam eum eos tempora dignissimos itaque.
406,1,180,Licenciamento,2208.57,2024-07-18,Ipsam doloribus debitis itaque odit rem saepe sit.
407,8,164,Venda Produto,61190.41,2025-04-01,Doloribus quam architecto quibusdam.
408,8,131,Serviço,59297.37,2025-01-03,Sint voluptatum similique architecto impedit ea.
409,8,159,Consultoria,44745.66,2025-01-17,Commodi quod officia modi ad laboriosam quas.
410,10,177,Venda Produto,25226.6,2024-08-05,Repudiandae quam aliquam id unde occaecati.
411,9,136,Serviço,5842.96,2024-10-01,Ratione aut sed quidem neque recusandae.
412,3,108,Licenciamento,4635.38,2025-01-19,Facilis omnis consequuntur doloribus.
413,1,186,Licenciamento,33780.0,2024-10-18,Eaque ex possimus itaque quae.
414,2,107,Venda Produto,42278.74,2025-01-31,Quidem exercitationem porro ex ipsum.
415,3,121,Licenciamento,61497.89,2024-07-23,Eius alias consequuntur maxime ad sunt natus.
416,10,174,Serviço,96663.03,2025-01-16,Esse quaerat necessitatibus esse quae.
417,10,147,Venda Produto,10219.5,2024-12-31,Culpa rem consectetur non similique.
418,5,142,Licenciamento,89855.45,2024-07-22,Adipisci distinctio esse nesciunt ea.
419,2,198,Consultoria,84487.65,2025-01-19,Quia voluptatum illo nulla cupiditate exercitationem culpa.
420,2,138,Consultoria,14320.03,2025-03-11,Et fugiat sint laborum cumque minima cupiditate.
421,5,143,Consultoria,52939.97,2025-03-28,Accusamus veniam exercitationem est dolore eius.
422,4,179,Venda Produto,11820.92,2025-02-10,Officiis explicabo itaque totam.
423,9,112,Consultoria,72683.34,2025-03-31,Saepe sapiente quos.
424,10,191,Licenciamento,43278.31,2024-11-03,Qui facilis adipisci occaecati veritatis.
425,6,134,Licenciamento,92783.43,2024-10-28,Earum vitae sed modi.
426,10,173,Consultoria,52450.87,2024-05-14,Ipsum minima doloribus reiciendis.
427,8,164,Serviço,88482.7,2024-06-23,Dolorem quaerat debitis voluptatem eaque.
428,4,191,Licenciamento,97946.51,2024-07-30,Quia quasi totam temporibus.
429,1,116,Venda Produto,47023.68,2024-06-04,Esse dignissimos doloribus quis labore atque sunt.
430,2,195,Serviço,80156.87,2024-05-03,Ratione asperiores laboriosam ipsam labore aut.
431,7,153,Venda Produto,34045.43,2024-11-28,Nisi error ab inventore temporibus.
432,9,182,Serviço,2118.43,2025-01-18,Quod deserunt rem nostrum itaque a.
433,4,189,Licenciamento,26187.33,2025-02-01,Nobis laudantium debitis magni maiores veritatis.
434,2,140,Licenciamento,51162.27,2024-08-08,Sint dolorum eius natus est.
435,6,199,Venda Produto,12269.84,2024-10-01,Voluptate veniam laborum eum.
436,6,144,Consultoria,72715.27,2024-10-28,Libero debitis quis perferendis atque similique exercitationem.
437,10,104,Serviço,20207.54,2025-01-05,Reprehenderit deserunt autem doloremque esse esse quisquam.
438,6,187,Consultoria,91700.14,2024-10-14,Placeat unde distinctio perferendis.
439,1,183,Serviço,48668.06,2024-08-17,Deleniti id cupiditate culpa.
440,8,169,Licenciamento,46784.54,2024-12-27,Eveniet maiores labore nisi.
441,7,196,Venda Produto,83675.47,2024-09-22,Dolorem ea vel rerum fuga.
442,5,173,Licenciamento,55962.54,2024-08-10,Quas repudiandae et est natus quis.
443,1,127,Licenciamento,80154.0,2024-04-16,Animi illum officia consequuntur itaque earum.
444,6,109,Serviço,28765.54,2025-02-25,Dignissimos quaerat eos fuga eum.
445,1,144,Consultoria,63024.57,2025-02-15,Eveniet nam dicta dolor magnam sequi.
446,3,174,Consultoria,19550.51,2024-05-25,Doloribus eveniet laboriosam quam.
447,2,197,Licenciamento,70821.35,2024-10-13,Quos harum vero.
448,6,191,Venda Produto,27878.24,2025-01-13,Dolorum voluptates nesciunt animi animi exercitationem modi.
449,2,164,Serviço,37786.77,2024-10-01,Beatae consequatur quibusdam eveniet quod.
450,5,128,Licenciamento,18326.26,2024-09-21,Soluta nihil nemo natus.
451,6,105,Serviço,91422.03,2024-10-01,Eveniet molestias optio nam repellendus.
452,8,165,Venda Produto,80103.5,2025-01-06,Consequuntur quo sit.
453,9,120,Serviço,34671.47,2025-01-10,Vero facere quo quibusdam dolor eum.
454,8,194,Licenciamento,77777.79,2024-07-11,Facere dicta voluptas ea nobis ut consequuntur.
455,3,199,Venda Produto,82391.71,2024-12-19,Incidunt rem reiciendis rerum animi voluptatibus.
456,9,187,Serviço,21313.52,2024-09-06,Natus voluptatum vero.
457,1,159,Consultoria,71654.06,2025-03-19,Ratione laudantium nemo odio quasi natus.
458,9,115,Venda Produto,31787.15,2024-11-16,Minus reiciendis sed assumenda.
459,1,188,Venda Produto,33995.69,2025-04-07,Nostrum voluptatibus quibusdam quisquam inventore eius iste.
460,1,114,Licenciamento,3225.55,2025-03-21,Officiis asperiores officia excepturi.
461,5,182,Serviço,32767.16,2024-11-04,Suscipit illo eos numquam harum ab.
462,4,137,Licenciamento,53695.3,2024-08-17,Corrupti sequi nesciunt quisquam minus officiis.
463,8,186,Venda Produto,27992.77,2024-06-30,Unde tempora quaerat nemo deleniti corporis est.
464,3,136,Venda Produto,2510.42,2024-05-23,Modi velit aliquam.
465,10,172,Venda Produto,21451.16,2024-06-02,Expedita architecto sit unde omnis dicta cum.
466,6,171,Licenciamento,27834.16,2024-07-28,Vel dolor explicabo consequatur tempore.
467,5,174,Serviço,17956.22,2024-10-01,Rerum fugiat ipsam quia.
468,5,179,Licenciamento,54517.13,2025-01-26,Fugit ipsum id dignissimos fugit.
469,1,117,Venda Produto,47602.82,2025-02-24,At cupiditate totam quam.
470,1,114,Consultoria,6326.19,2024-05-31,Quidem blanditiis laudantium non.
471,7,151,Serviço,70763.08,2025-01-30,Impedit distinctio at magni labore magni.
472,10,181,Consultoria,62015.22,2024-10-08,Ab rem id.
473,5,143,Serviço,71576.97,2025-03-13,Explicabo veniam saepe ipsa.
474,9,111,Consultoria,57211.14,2025-03-09,Dolorem praesentium officiis repellat soluta.
475,2,190,Consultoria,10629.04,2024-04-20,Quas tempore aliquid sed debitis.
476,5,188,Consultoria,47584.04,2024-04-17,Maxime consequuntur iusto aliquam.
477,4,119,Licenciamento,91373.3,2024-12-01,Sint optio fuga impedit culpa.
478,7,124,Licenciamento,79089.09,2024-06-19,Vel vitae quia repellat.
479,6,159,Consultoria,3996.15,2024-06-23,Soluta autem cum libero esse numquam.
480,8,115,Licenciamento,48386.56,2025-04-02,Numquam adipisci ad adipisci iusto.
481,3,137,Licenciamento,60839.58,2025-01-24,Totam aliquid fugiat nisi.
482,3,166,Venda Produto,41162.91,2024-11-03,Culpa accusamus tempore at.
483,2,142,Venda Produto,79450.66,2024-05-09,Voluptas iure impedit tempore.
484,9,160,Consultoria,59463.06,2024-10-02,Sequi repellat a labore.
485,4,180,Serviço,55246.95,2025-03-29,Consectetur omnis facilis nostrum quaerat.
486,8,150,Venda Produto,34730.7,2024-10-16,Quibusdam sequi deserunt dolor consectetur velit dolorem.
487,10,156,Consultoria,57153.91,2024-05-15,Quaerat eligendi nostrum dolorum.
488,6,170,Serviço,18135.46,2024-07-20,Quas error quae iure.
489,2,195,Consultoria,12317.96,2024-11-29,Maxime voluptates eaque tempore eveniet fugiat corporis.
490,10,160,Licenciamento,55953.68,2025-01-24,Quibusdam reiciendis odio.
491,8,123,Licenciamento,95632.46,2025-02-16,Voluptatem accusamus odio saepe dolores.
492,2,177,Venda Produto,68865.36,2024-09-15,Accusamus laboriosam similique deleniti sit voluptas.
493,10,199,Consultoria,33413.42,2024-09-18,Voluptatibus iste ea ipsam quia omnis maiores.
494,1,112,Serviço,81886.33,2024-08-23,Voluptatum delectus exercitationem sit quo itaque.
495,10,197,Venda Produto,75950.69,2024-05-21,Quis ea quos incidunt ad molestiae.
496,3,158,Licenciamento,39608.28,2024-05-20,Voluptate rerum blanditiis quae commodi.
497,10,158,Serviço,21360.51,2024-08-27,Iste mollitia vel vitae voluptas.
498,6,139,Licenciamento,91931.66,2024-06-23,Reprehenderit suscipit magni consequuntur perspiciatis quod.
499,7,192,Licenciamento,99038.64,2024-06-30,Minima quod natus minus aliquid modi.
500,10,102,Consultoria,84916.04,2024-11-09,Possimus voluptatum cumque culpa perspiciatis.
501,5,108,Licenciamento,90206.49,2024-12-16,Dolorem ut quaerat molestiae veritatis incidunt dicta aliquid.
502,1,101,Licenciamento,11860.13,2024-09-16,Harum maxime in labore eum.
503,5,104,Serviço,43739.83,2025-01-19,A dolorum nam est ullam.
504,10,151,Licenciamento,71465.59,2024-12-08,Vero animi illum corporis reprehenderit quisquam rem veritatis.
505,7,149,Consultoria,54966.76,2024-07-17,Ratione officia hic deserunt rerum architecto.
506,3,161,Serviço,19634.46,2024-07-30,Tempora commodi qui velit.
507,7,147,Consultoria,16272.46,2024-06-11,Ipsam perferendis quis ab blanditiis.
508,3,118,Venda Produto,8102.85,2024-08-12,Aut occaecati iusto optio error commodi quia.
509,1,119,Consultoria,66134.74,2024-10-07,Architecto voluptatem tenetur exercitationem.
510,3,111,Serviço,64582.05,2024-07-28,Fugit tempora beatae.
511,7,159,Consultoria,62701.6,2024-10-12,Nesciunt soluta porro recusandae quis dolore.
512,8,166,Consultoria,55652.95,2024-05-24,Voluptatum nobis nobis facere.
513,8,150,Licenciamento,23348.35,2025-03-17,Saepe vitae in odit sint eius quam.
514,7,178,Venda Produto,58215.91,2024-07-30,Odit eveniet pariatur dolorum explicabo.
515,4,192,Licenciamento,41672.94,2024-04-19,Quae laborum nesciunt dolore.
516,9,174,Licenciamento,4312.73,2024-09-29,Aut quos provident natus saepe.
517,1,173,Consultoria,70783.37,2024-09-06,Maxime unde fugit nobis nihil recusandae veritatis nemo.
518,2,175,Consultoria,96212.04,2024-05-29,Facere perferendis temporibus in hic.
519,2,119,Licenciamento,47028.7,2025-01-28,Expedita ratione sequi.
520,2,167,Venda Produto,25277.9,2024-11-22,Alias id rem quia inventore tenetur dolor.
521,2,188,Licenciamento,61690.87,2024-06-23,Occaecati eveniet eos.
522,6,169,Venda Produto,47418.01,2024-09-21,Quas sed ducimus.
523,9,161,Licenciamento,42680.59,2025-02-25,Explicabo vitae eius quos eveniet praesentium.
524,5,138,Serviço,4497.3,2024-12-16,Quisquam cum nam sint officia.
525,10,196,Licenciamento,72970.2,2025-01-26,Quidem quos cupiditate libero at explicabo.
526,10,134,Venda Produto,63300.71,2024-11-09,Et esse totam at illo.
527,10,122,Venda Produto,65975.67,2024-12-11,Odit quidem dicta sequi laborum excepturi ipsa.
528,5,195,Venda Produto,29394.75,2024-09-01,Vero eum beatae neque.
529,2,117,Venda Produto,85293.08,2025-04-01,Praesentium natus quidem modi id possimus dicta.
530,5,133,Serviço,61963.98,2024-05-19,Totam optio sequi corporis excepturi explicabo consequatur harum.
531,5,133,Venda Produto,74401.49,2025-03-08,Nostrum voluptas eum dolore repudiandae.
532,10,123,Serviço,66256.41,2024-07-18,Culpa voluptatibus ad dolore possimus dolor soluta.
533,6,123,Licenciamento,78470.24,2024-10-02,Corporis error vitae similique laboriosam.
534,4,163,Serviço,80137.83,2024-10-01,Nam voluptatum deleniti delectus maxime id.
535,1,144,Venda Produto,96767.22,2024-11-23,Quia provident voluptatem rem ea fuga.
536,10,120,Consultoria,75523.37,2025-03-29,Eum explicabo vero consequatur similique.
537,7,199,Consultoria,24556.8,2025-01-11,Recusandae neque atque totam voluptates.
538,8,193,Serviço,21874.82,2025-01-14,Modi autem repudiandae dolorem expedita praesentium voluptate.
539,6,107,Licenciamento,75792.91,2025-02-26,Iure nemo amet nulla libero.
540,2,107,Serviço,46937.48,2024-09-30,Veritatis cupiditate nam nam.
541,8,139,Consultoria,74868.9,2024-05-06,Labore provident aperiam explicabo veritatis eius.
542,9,130,Consultoria,68667.49,2024-07-20,Quae laudantium provident.
543,7,161,Licenciamento,15369.83,2024-06-04,Dolor iste modi perferendis ex necessitatibus.
544,7,102,Licenciamento,92795.03,2025-03-20,Veniam corporis molestiae placeat et ab non.
545,8,149,Licenciamento,96214.51,2025-01-15,Nesciunt quo architecto aperiam impedit cum.
546,1,113,Licenciamento,95662.18,2024-06-28,Voluptatem quo voluptatibus saepe adipisci.
547,7,179,Licenciamento,34161.77,2025-04-09,Quas ex atque illo praesentium placeat rem.
548,5,113,Licenciamento,65779.98,2024-09-09,Consequuntur exercitationem atque explicabo provident soluta libero.
549,7,160,Serviço,73697.03,2024-06-24,Illo dolorem voluptates odio excepturi.
550,10,199,Serviço,52475.28,2025-01-30,Minima accusantium non voluptatem.
551,3,141,Venda Produto,67607.38,2024-05-06,Atque a voluptates accusamus eveniet esse.
552,2,102,Consultoria,10672.18,2025-02-18,Natus similique veritatis deleniti nulla delectus dolor.
553,2,188,Consultoria,35800.13,2024-08-26,Sit totam nobis nemo.
554,5,133,Serviço,4370.13,2025-03-26,Provident sunt debitis corrupti reprehenderit adipisci.
555,10,112,Venda Produto,93912.04,2024-04-29,Suscipit recusandae blanditiis vel vel autem placeat.
556,4,177,Venda Produto,71099.44,2024-11-29,Cumque aut deserunt culpa nostrum excepturi iste.
557,2,112,Serviço,38219.89,2024-12-25,Rerum quos velit pariatur aperiam doloribus consequuntur.
558,10,124,Venda Produto,69869.71,2025-02-25,Deleniti illo facere totam ullam repellat tenetur.
559,5,138,Consultoria,66387.31,2025-01-13,Atque maxime optio eum minima nemo minus hic.
560,2,182,Consultoria,92346.84,2024-11-12,Eligendi consequatur quis eos numquam.
561,5,199,Consultoria,69529.93,2024-09-17,Fugiat laudantium laudantium eum laborum harum.
562,6,133,Serviço,78292.4,2024-10-24,Quo praesentium minus aliquam veniam.
563,5,200,Venda Produto,38897.1,2024-08-11,Quibusdam necessitatibus cupiditate et aliquid adipisci vitae harum.
564,6,108,Licenciamento,95604.96,2024-08-28,Amet repudiandae soluta qui minima debitis fuga.
565,5,123,Consultoria,7870.45,2025-01-10,Tenetur atque veniam.
566,4,179,Consultoria,18665.77,2025-03-26,Quae asperiores dignissimos dignissimos odit.
567,8,114,Serviço,54522.58,2024-04-20,Ullam dignissimos porro.
568,7,128,Venda Produto,91348.31,2025-04-07,A dolores repellendus rerum voluptates.
569,5,114,Venda Produto,8219.03,2024-09-12,Fuga saepe aliquid consequuntur doloribus.
570,10,194,Licenciamento,77946.48,2024-12-29,Sunt in necessitatibus sint numquam.
571,1,164,Serviço,65633.67,2024-07-02,Illum ab reprehenderit fugiat sapiente.
572,1,105,Consultoria,27377.21,2024-06-26,Ducimus ab possimus aliquam quisquam consectetur porro.
573,6,151,Venda Produto,52022.92,2024-05-11,Beatae temporibus laborum delectus.
574,8,162,Consultoria,40987.36,2024-08-19,Velit ducimus perspiciatis ut.
575,2,170,Serviço,1327.43,2024-09-15,Modi eligendi necessitatibus autem blanditiis.
576,8,116,Licenciamento,34010.53,2025-02-27,Veniam mollitia libero consectetur voluptatum.
577,5,152,Venda Produto,63594.98,2024-10-13,Autem dolorem rerum delectus quis rem dolores.
578,2,147,Licenciamento,8965.22,2024-12-08,Ipsa consequuntur nisi aliquam ut quisquam.
579,8,198,Licenciamento,65131.46,2024-06-26,Quam aliquam accusamus corrupti similique.
580,3,171,Venda Produto,96783.78,2024-07-20,Expedita dicta officia hic.
581,4,139,Consultoria,89749.61,2024-06-12,Magni dolore occaecati excepturi quam.
582,6,163,Venda Produto,88636.2,2024-04-23,Architecto doloribus minus nam corporis vitae.
583,8,195,Serviço,14854.35,2024-05-06,Placeat illum modi nulla.
584,4,104,Serviço,49434.02,2024-06-18,Fuga corporis aut doloremque fugit natus.
585,2,170,Licenciamento,50468.73,2025-02-24,Quisquam blanditiis dolore occaecati natus asperiores.
586,8,103,Venda Produto,34589.23,2024-12-21,Vel officia eligendi nulla ipsum quibusdam placeat.
587,6,193,Venda Produto,41145.28,2024-12-07,Exercitationem voluptates iste ullam corrupti.
588,4,184,Consultoria,94068.89,2024-11-08,Dolore enim quasi vitae harum ducimus.
589,9,120,Serviço,92556.77,2024-06-15,Qui inventore error aliquam illum sunt.
590,1,195,Serviço,49400.58,2025-03-10,Voluptates commodi occaecati dignissimos illo.
591,1,161,Venda Produto,25025.57,2025-03-23,Itaque iste veritatis iure excepturi pariatur.
592,3,102,Serviço,63633.48,2024-06-04,Dignissimos dolor deleniti deserunt sit omnis nulla.
593,5,113,Consultoria,61511.36,2025-03-29,Molestias quisquam illum officia distinctio consequuntur autem.
594,10,109,Venda Produto,12303.79,2024-12-23,Error rerum quo numquam amet dolor mollitia.
595,10,179,Serviço,7247.9,2024-06-13,Vel inventore velit ad dignissimos necessitatibus.
596,4,155,Licenciamento,81340.58,2024-06-19,Voluptates perspiciatis quo odit nemo.
597,7,142,Venda Produto,97609.47,2025-02-19,Corrupti et doloribus qui quis.
598,10,170,Serviço,32837.4,2024-10-20,Nostrum quis minus occaecati alias atque.
599,4,198,Venda Produto,59715.44,2024-05-09,Accusantium ullam sit ex.
600,6,109,Venda Produto,28115.44,2024-05-18,Ut explicabo quia vero esse architecto.
601,7,122,Licenciamento,55787.37,2024-12-12,Nesciunt repudiandae labore provident enim aut.
602,8,132,Venda Produto,14203.72,2024-11-18,Tempore corrupti impedit minus.
603,10,149,Serviço,2547.4,2024-12-10,Culpa mollitia iusto voluptatem porro temporibus.
604,8,111,Venda Produto,1715.18,2024-05-28,Tenetur atque aliquam sunt.
605,2,191,Licenciamento,42206.0,2024-10-14,Labore quisquam nesciunt voluptates facere ipsam.
606,8,189,Serviço,21409.86,2024-11-22,Ipsum accusantium laudantium perferendis.
607,5,167,Consultoria,41791.1,2024-08-25,Voluptates suscipit architecto consequatur error hic.
608,3,179,Venda Produto,60030.93,2024-06-11,Voluptatibus ratione pariatur vitae.
609,8,179,Venda Produto,63091.97,2024-08-16,Quae veniam assumenda nobis reiciendis.
610,5,145,Consultoria,1452.43,2024-04-20,Tempora in cumque sed deleniti eligendi maxime totam.
611,4,125,Venda Produto,98673.75,2024-10-21,Temporibus amet dolores esse ipsum inventore.
612,2,180,Licenciamento,86410.37,2024-04-29,Quibusdam quis itaque aspernatur mollitia.
613,9,165,Serviço,46957.38,2024-06-03,Ab nemo esse dicta iusto harum possimus earum.
614,4,136,Venda Produto,20178.18,2024-09-06,Facilis maiores voluptatibus incidunt provident consequatur.
615,3,188,Consultoria,50253.97,2024-08-26,Mollitia laborum eaque totam ullam.
616,3,186,Venda Produto,6348.73,2024-05-16,Similique tempore ad consectetur quis doloribus.
617,6,137,Serviço,44032.49,2024-06-21,Aperiam nemo dolores assumenda asperiores quam.
618,6,179,Consultoria,5288.43,2025-01-25,Sit nulla culpa numquam sit itaque.
619,1,169,Serviço,16646.52,2025-03-19,Ratione autem commodi provident dicta quia.
620,1,163,Venda Produto,8015.09,2024-05-15,At veritatis a recusandae.
621,4,193,Consultoria,59677.96,2024-07-13,Amet aspernatur eum minus labore.
622,6,154,Serviço,74961.59,2024-06-29,Non delectus enim perspiciatis sint aperiam delectus.
623,6,130,Venda Produto,33287.09,2024-04-16,Debitis deserunt corporis molestiae.
624,2,131,Consultoria,87118.74,2024-06-26,Praesentium asperiores deleniti eum.
625,7,129,Venda Produto,47628.04,2024-07-11,Hic saepe error impedit.
626,8,107,Consultoria,15349.19,2024-12-18,Dolor dolorum exercitationem dolores ab.
627,10,159,Serviço,39345.7,2025-03-25,Eligendi cum aperiam laudantium temporibus.
628,3,159,Serviço,63570.09,2024-05-07,Quidem inventore perferendis tempore ipsum voluptate perferendis et.
629,5,126,Licenciamento,13593.96,2025-02-07,Praesentium non vero necessitatibus quas eum.
630,10,108,Licenciamento,14513.65,2024-08-31,Fuga error laudantium molestias quia dolorem cupiditate.
631,8,159,Consultoria,17948.93,2025-01-07,Illum sunt eveniet recusandae veniam illo.
632,6,129,Licenciamento,60759.96,2025-03-17,Iste consequuntur quibusdam in ad consequuntur et.
633,10,122,Serviço,9560.96,2025-03-17,Corrupti facilis ipsa repellendus temporibus corrupti veniam dolor.
634,9,163,Serviço,59566.51,2024-04-20,Iusto earum deserunt libero culpa rerum.
635,8,136,Venda Produto,73271.76,2025-03-11,Eius deleniti non libero ipsa sed laborum.
636,4,132,Licenciamento,43990.62,2024-12-28,Explicabo autem veritatis provident.
637,4,176,Serviço,91461.72,2024-12-06,Consequuntur maxime laudantium dolor laudantium.
